"TERM","colors","cup","bold","setaf"
"cops10","-1","$'\020%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"crt","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cs10","-1","$'\E[%i%p1%02d;%p2%02dH'","''","''"
"cs10-w","-1","$'\E[%i%p1%02d;%p2%03dH'","''","''"
"ct8500","-1","$'\E|%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ctrm","8","$'\E&a%p2%dc%p1%dY'","$'%?%gH%{0}%=%t\E&dH%{1}%PH%;'","''"
"cyb110","-1","$'\020%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"cyb83","-1","$'\027%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"cygwin","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cygwinB19","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"cygwinDBG","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"d132","-1","$'\E8%i%p1%3d%p2%3d'","''","''"
"d200","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d210","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d210-dg","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d211","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d211-7b","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d211-dg","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d216-dg","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d216-unix","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d216-unix-25","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d217-unix","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d217-unix-25","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d220","8","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","$'\E[3%p1%d%?%gD%t;2%;%?%gU%t;4%;%?%gB%t;5%;%?%gR%t;7%;m'"
"d220-7b","8","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","$'\E[3%p1%d%?%gD%t;2%;%?%gU%t;4%;%?%gB%t;5%;%?%gR%t;7%;m'"
"d220-dg","8","$'\020%p2%c%p1%c'","$'\036D\024'","$'\036A%p1%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%\'0\'%+%c'"
"d230c","8","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7;50m'","$'\E[3%p1%d%?%gD%t;2%;%?%gU%t;4%;%?%gB%t;5%;%?%gR%t;7%;m'"
"d230c-dg","8","$'\020%p2%c%p1%c'","$'\036D\024'","$'\036A%p1%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%\'0\'%+%c'"
"d400","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d410","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d410-7b","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d410-7b-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d410-dg","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d410-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d412-dg","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d412-unix","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d412-unix-25","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d412-unix-s","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d412-unix-sr","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d412-unix-w","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d413-unix","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d413-unix-25","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d413-unix-s","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d413-unix-sr","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d413-unix-w","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d414-unix","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d414-unix-25","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d414-unix-s","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d414-unix-sr","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d414-unix-w","-1","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d430c-dg","16","$'\020%p2%c%p1%c'","$'\036D\024'","$'\036A%p1%?%p1%{8}%<%t%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%\'0\'%+%c'"
"d430c-dg-ccc","52","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d430c-unix","16","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","$'\036A%p1%?%p1%{8}%<%t%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%\'0\'%+%c'"
"d430c-unix-25","16","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","$'\036A%p1%?%p1%{8}%<%t%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%\'0\'%+%c'"
"d430c-unix-25-ccc","52","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d430c-unix-ccc","52","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d430c-unix-s","16","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","$'\036A%p1%?%p1%{8}%<%t%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%\'0\'%+%c'"
"d430c-unix-s-ccc","52","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d430c-unix-sr","16","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","$'\036A%p1%?%p1%{8}%<%t%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%\'0\'%+%c'"
"d430c-unix-sr-ccc","52","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d430c-unix-w","16","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","$'\036A%p1%?%p1%{8}%<%t%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%\'0\'%+%c'"
"d430c-unix-w-ccc","52","$'\036FP%p2%2.2X%p1%2.2X'","$'\036D\024'","''"
"d470c","16","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","$'\E[%?%p1%{8}%<%t3%p1%e<%p1%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%d%?%gD%t;2%;%?%gU%t;4%;%?%gB%t;5%;%?%gR%t;7%;m'"
"d470c-7b","16","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","$'\E[%?%p1%{8}%<%t3%p1%e<%p1%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%d%?%gD%t;2%;%?%gU%t;4%;%?%gB%t;5%;%?%gR%t;7%;m'"
"d470c-dg","16","$'\020%p2%c%p1%c'","$'\036D\024'","$'\036A%p1%?%p1%{8}%<%t%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%\'0\'%+%c'"
"d555","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d555-7b","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d555-7b-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d555-dg","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d555-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d577","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d577-7b","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d577-7b-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d577-dg","-1","$'\020%p2%c%p1%c'","$'\036D\024'","''"
"d577-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d578","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d578-7b","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[4;7m'","''"
"d800","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"ddr","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"dec+pp","-1","''","''","''"
"dec+sl","-1","''","''","''"
"dec-vt100","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"dec-vt220","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"decansi","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"delta","-1","$'\017%p1%p1%{16}%m%{2}%*%-%\'9\'%+%c%p2%p2%{16}%m%{2}%*%-%\'9\'%+%c'","''","''"
"dg+ccc","52","''","''","''"
"dg+color","16","''","''","$'\E[%?%p1%{8}%<%t3%p1%e<%p1%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%d%?%gD%t;2%;%?%gU%t;4%;%?%gB%t;5%;%?%gR%t;7%;m'"
"dg+color8","8","''","''","$'\E[3%p1%d%?%gD%t;2%;%?%gU%t;4%;%?%gB%t;5%;%?%gR%t;7%;m'"
"dg+fixed","16","''","''","$'\036A%p1%?%p1%{8}%<%t%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%\'0\'%+%c'"
"dg-generic","-1","$'\020%p2%c%p1%c'","''","''"
"dg200","-1","$'\020%p2%c%p1%c'","''","''"
"dg210","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"dg211","-1","$'\020%p2%c%p1%c'","''","''"
"dg450","-1","$'\020%p2%c%p1%c'","''","''"
"dg460-ansi","-1","$'\E[%i%p1%2d;%p2%2dH'","''","''"
"dg6053","-1","$'\020%p2%c%p1%c'","''","''"
"dg6053-old","-1","$'\020%p2%c%p1%c'","''","''"
"dgkeys+11","-1","''","''","''"
"dgkeys+15","-1","''","''","''"
"dgkeys+7b","-1","''","''","''"
"dgkeys+8b","-1","''","''","''"
"dgmode+color","16","''","''","$'\036A%p1%?%p1%{8}%<%t%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%\'0\'%+%c'"
"dgmode+color8","8","''","''","$'\036A%p1%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%\'0\'%+%c'"
"dgunix+ccc","52","''","''","''"
"dgunix+fixed","16","''","''","$'\036A%p1%?%p1%{8}%<%t%{2}%&%?%p1%{1}%&%t%{4}%|%;%?%p1%{4}%&%t%{1}%|%;%;%\'0\'%+%c'"
"diablo1620","-1","''","''","''"
"diablo1620-m8","-1","''","''","''"
"diablo1640","-1","''","''","''"
"diablo1640-lm","-1","''","''","''"
"diablo1740-lm","-1","''","''","''"
"digilog","-1","''","''","''"
"djgpp","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"djgpp203","-1","''","''","''"
"djgpp204","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"dku7003","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[7m'","''"
"dku7003-dumb","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"dku7102-old","-1","''","''","''"
"dku7202","-1","$'\E[%i%p1%d;%p2%df'","''","''"
"dm1520","-1","$'\036%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"dm2500","-1","$'\f%p2%\'`\'%^%c%p1%\'`\'%^%c'","''","''"
"dm3025","-1","$'\EY%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"dm3045","-1","$'\EY%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"dm80","-1","$'%i\E[%p1%d;%p2%dH'","$'\E[1m'","''"
"dm80w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"dmchat","-1","$'\f%p2%\'`\'%^%c%p1%\'`\'%^%c'","''","''"
"dmterm","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"dp3360","-1","''","''","''"
"dp8242","-1","$'\t%p2%\'\200\'%+%c%p1%\'\200\'%+%c'","''","''"
"dt100","-1","$'\b\E[%i%p1%d;%p2%dH'","''","''"
"dt100w","-1","$'\b\E[%i%p1%d;%p2%dH'","''","''"
"dt110","-1","$'\b\E[%i%p1%d;%p2%dH'","''","''"
"dt80-sas","-1","$'\E=%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"dtc300s","-1","''","''","''"
"dtc382","-1","$'\020\021%p2%c%p1%c'","''","''"
"dtterm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"dumb-emacs-ansi","8","''","$'\E[1m'","$'\E[3%p1%dm'"
"dvtm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"dvtm-256color","256","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m'"
"dw1","-1","''","''","''"
"dw2","-1","''","''","''"
"dw3","-1","''","''","''"
"dw4","-1","''","''","''"
"dwk","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ecma+color","8","''","''","$'\E[3%p1%dm'"
"ecma+italics","-1","''","''","''"
"ecma+sgr","-1","''","$'\E[1m'","''"
"ecma+strikeout","-1","''","''","''"
"elks","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"elks-ansi","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"elks-glasstty","-1","''","''","''"
"elks-vt52","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"emu","15","$'\EE%p1%d;%p2%d;'","$'\EU'","$'\Er%i%p1%d;'"
"emu-220","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[0;1m'","''"
"emx-base","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"env230","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ep40","-1","''","''","''"
"ep48","-1","''","''","''"
"ergo4000","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"esprit","-1","$'\E\021%p2%c%p1%c'","''","''"
"esprit-am","-1","$'\E\021%p2%c%p1%c'","''","''"
"eterm","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"eterm-color","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%p1%{30}%+%dm'"
"ex155","-1","$'\EE%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"excel62","-1","$'%i\E[%p1%d;%p2%dH'","$'\E[1m'","''"
"excel62-rv","-1","$'%i\E[%p1%d;%p2%dH'","$'\E[1m'","''"
"excel62-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"f100","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"f100-rv","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"f110","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EG0'","''"
"f110-14","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EG0'","''"
"f110-14w","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EG0'","''"
"f110-w","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EG0'","''"
"f1720","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"f200","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EG0'","''"
"f200-w","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EG0'","''"
"f200vi","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EG0'","''"
"f200vi-w","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EG0'","''"
"falco","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"falco-p","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"fbterm","256","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[1;%p1%d}'"
"fos","-1","$'\034C%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"fox","-1","$'\EX%p1%\' \'%+%c\EY%p2%\' \'%+%c'","''","''"
"gator","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"gator-52","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"gator-52t","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"gator-t","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"gigi","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"glasstty","-1","''","''","''"
"gnome","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"gnome+pcfkeys","-1","''","''","''"
"gnome-2007","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"gnome-2008","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"gnome-2012","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"gnome-256color","256","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m'"
"gnome-fc5","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"gnome-rh62","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"gnome-rh72","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"gnome-rh80","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"gnome-rh90","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"go140","-1","$'\E[%i%p1%2d;%p2%2dH'","''","''"
"go140w","-1","$'\E[%i%p1%2d;%p2%2dH'","''","''"
"go225","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"graphos","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"graphos-30","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"gs6300","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"gsi","-1","''","''","''"
"gt40","-1","''","''","''"
"gt42","-1","''","''","''"
"guru","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"guru+rv","-1","''","''","''"
"guru+s","-1","''","''","''"
"guru-24","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"guru-44","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"guru-44-s","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"guru-76","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"guru-76-lp","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"guru-76-s","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"guru-76-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"guru-76-w-s","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"guru-76-wm","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"guru-nctxt","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"guru-rv","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"guru-s","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"h19","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"h19-a","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"h19-bs","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"h19-g","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"h19-u","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"h19-us","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"h19k","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ha8675","-1","$'\EF%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ha8686","-1","$'\EF%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"hazel","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"hds200","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[0;1m'","''"
"hft-c","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"hft-c-old","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"hft-old","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"hirez100","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"hirez100-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"hmod1","-1","$'~\021%p2%c%p1%c'","''","''"
"hp+arrows","-1","''","''","''"
"hp+color","16","''","''","''"
"hp+labels","-1","''","''","''"
"hp+pfk+arrows","-1","''","''","''"
"hp+pfk+cr","-1","''","''","''"
"hp+pfk-cr","-1","''","''","''"
"hp+printer","-1","''","''","''"
"hp110","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp150","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2","-1","$'\E&a%p1%dy%p2%dC'","''","''"
"hp236","-1","$'\EE%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"hp2382a","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2392","-1","$'\E&a%p1%dy%p2%dC'","''","''"
"hp2397a","16","$'\E&a%p1%dr%p2%dC'","$'\E&dF'","''"
"hp2621","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2621-48","-1","$'\E&a%p2%dc%p1%dR'","''","''"
"hp2621-a","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2621-ba","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2621-fl","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2621-k45","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2621-nl","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2621-nt","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2621b","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2621b-kx","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2621b-kx-p","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2621b-p","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2621p","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2621p-a","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2622","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2623","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2624","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2624-10p","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2624b-10p-p","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2624b-p","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2626","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2626-12","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2626-12-s","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2626-12x40","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2626-ns","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2626-s","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2626-x40","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dF'","''"
"hp2627a","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2627a-rev","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2627c","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp262x","-1","''","''","''"
"hp2640a","-1","''","''","''"
"hp2640b","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2641a","-1","$'\E&a%p2%2dc%p1%2dY'","''","''"
"hp2645","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp2648","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hp300h","-1","$'\E&a%p1%dy%p2%dC'","''","''"
"hp700-wy","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"hp70092","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dB'","''"
"hp9837","-1","$'\E&a%p1%dy%p2%dC'","''","''"
"hp9845","-1","$'\E&a%p2%2dc%p1%2dY'","''","''"
"hp98550","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dJ'","''"
"hpansi","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"hpex","-1","$'\E&a%p1%dy%p2%dC'","''","''"
"hpgeneric","-1","$'\E&a%p2%dc%p1%dY'","''","''"
"hpsub","-1","''","''","''"
"hpterm","-1","$'\E&a%p1%dy%p2%dC'","$'\E&dB'","''"
"hpterm-color","64","$'\E&a%p1%dy%p2%dC'","$'\E&dB'","''"
"hurd","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"hz1000","-1","''","''","''"
"hz1420","-1","$'\E\021%p2%c%p1%\' \'%+%c'","''","''"
"hz1500","-1","$'~\021%p2%p2%?%{30}%>%t%\' \'%+%;%\'`\'%+%c%p1%\'`\'%+%c'","''","''"
"hz1510","-1","$'\E\021%p2%c%p1%c'","''","''"
"hz1520","-1","$'\E\021%p2%c%p1%c'","$'\E\037'","''"
"hz1520-noesc","-1","$'~\021%p2%c%p1%c'","''","''"
"hz1552","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"hz1552-rv","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"hz2000","-1","$'~\021%p2%c%p1%c'","''","''"
"i100","-1","$'\Ef%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"i400","-1","$'\E[%i%p1%3d;%p2%3dH'","''","''"
